[22-Dec-2019 06:22:53 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user 'qweqwe'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 18
[22-Dec-2019 06:23:13 Asia/Taipei] PHP Notice:  Undefined index: logreg in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 3
[22-Dec-2019 06:23:13 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 4
[22-Dec-2019 06:23:13 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 5
[22-Dec-2019 06:25:05 Asia/Taipei] PHP Notice:  Undefined index: logreg in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 3
[22-Dec-2019 06:25:05 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 4
[22-Dec-2019 06:25:05 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 5
[22-Dec-2019 06:25:31 Asia/Taipei] PHP Notice:  Undefined index: logreg in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 3
[22-Dec-2019 06:25:31 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 4
[22-Dec-2019 06:25:31 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 5
[22-Dec-2019 06:25:32 Asia/Taipei] PHP Notice:  Undefined index: logreg in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 3
[22-Dec-2019 06:25:32 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 4
[22-Dec-2019 06:25:32 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 5
[22-Dec-2019 06:25:32 Asia/Taipei] PHP Notice:  Undefined index: logreg in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 3
[22-Dec-2019 06:25:32 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 4
[22-Dec-2019 06:25:32 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 5
[22-Dec-2019 06:26:14 Asia/Taipei] PHP Notice:  Undefined index: logreg in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 3
[22-Dec-2019 06:26:14 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 4
[22-Dec-2019 06:26:14 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 5
[22-Dec-2019 06:28:32 Asia/Taipei] PHP Notice:  Undefined index: logreg in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 3
[22-Dec-2019 06:28:32 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 4
[22-Dec-2019 06:28:32 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 5
[22-Dec-2019 06:29:33 Asia/Taipei] PHP Notice:  Undefined index: logreg in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 3
[22-Dec-2019 06:29:33 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 4
[22-Dec-2019 06:29:33 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 5
[22-Dec-2019 06:29:33 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user ''@'localhost' (using password: NO) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 50
[22-Dec-2019 07:13:51 Asia/Taipei] PHP Notice:  Undefined index: logreg in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 3
[22-Dec-2019 07:13:51 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 4
[22-Dec-2019 07:13:51 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 5
[22-Dec-2019 07:13:51 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user ''@'localhost' (using password: NO) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 73
[22-Dec-2019 07:15:25 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 2
[22-Dec-2019 07:15:25 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 3
[22-Dec-2019 07:15:25 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user ''@'localhost' (using password: NO) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 5
[22-Dec-2019 07:27:56 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user '&lt;?php echo $ac?&gt;'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 5
[22-Dec-2019 07:29:30 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user '&lt;?php echo $ac?&gt;'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 5
[22-Dec-2019 07:30:19 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user '$ac'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 5
[22-Dec-2019 08:36:22 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user 'ff'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 73
[22-Dec-2019 13:14:05 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user 'wqwrqw'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 73
[22-Dec-2019 16:31:10 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user '1'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 73
[23-Dec-2019 13:32:24 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user 'test2'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 5
[23-Dec-2019 13:45:20 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 2
[23-Dec-2019 13:45:20 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 3
[23-Dec-2019 13:45:20 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user ''@'localhost' (using password: NO) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 5
[23-Dec-2019 13:50:06 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user '1'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 73
[24-Dec-2019 06:26:25 Asia/Taipei] PHP Notice:  Undefined index: logreg in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 3
[24-Dec-2019 06:26:25 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user 'test'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 73
[26-Dec-2019 09:19:22 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user '1'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 76
[27-Dec-2019 07:03:48 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user 'te'@'localhost' (using password: YES) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\log.php on line 74
[27-Dec-2019 20:47:07 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 2
[27-Dec-2019 20:47:07 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 3
[27-Dec-2019 20:47:07 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user ''@'localhost' (using password: NO) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 5
[27-Dec-2019 21:05:25 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 2
[27-Dec-2019 21:05:25 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 3
[27-Dec-2019 21:05:25 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user ''@'localhost' (using password: NO) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 5
[27-Dec-2019 21:20:43 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 2
[27-Dec-2019 21:20:43 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 3
[27-Dec-2019 21:20:43 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user ''@'localhost' (using password: NO) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 5
[27-Dec-2019 21:48:49 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 2
[27-Dec-2019 21:48:49 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 3
[27-Dec-2019 21:48:49 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user ''@'localhost' (using password: NO) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 5
[27-Dec-2019 21:51:29 Asia/Taipei] PHP Notice:  Undefined index: ac in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 2
[27-Dec-2019 21:51:29 Asia/Taipei] PHP Notice:  Undefined index: pw in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 3
[27-Dec-2019 21:51:29 Asia/Taipei] PHP Warning:  mysql_connect(): Access denied for user ''@'localhost' (using password: NO) in E:\Desktop\FCU\second year\software\BaseProject\src\htdocs\function\function.php on line 5
